Title	Author	Genres	Rate	Count	Url
Cả Thế Giới Ngăn Tôi Nhảy Sông Tự Sát	An Độ Phi Trầm	Bách Hợp, Trọng Sinh	7.7	22	https://truyenfull.vision/ca-the-gioi-ngan-toi-nhay-song-tu-sat
Thục Mãn Đường - Đằng Hồ	Đằng Hồ	Ngôn Tình, Trọng Sinh, Cổ Đại	7.7	21	https://truyenfull.vision/thuc-man-duong-dang-ho
Thập Niên 90: Nữ Phụ Làm Giàu Mau Chóng	Thời Tiền	Ngôn Tình, Trọng Sinh, Nữ Cường, Điền Văn, Sủng	7.7	18	https://truyenfull.vision/thap-nien-90-nu-phu-lam-giau-mau-chong
Dành Trọn Phần Đời Còn Lại Ở Bên Nhau	Thính Thần Tuyết	Ngôn Tình, Trọng Sinh, Ngược	7.7	12	https://truyenfull.vision/danh-tron-phan-doi-con-lai-o-ben-nhau
Vả Mặt Thái Tử - Mạt Trà Thời Quang	Mạt Trà Thời Quang/抹茶时光	Ngôn Tình, Trọng Sinh, Cổ Đại, Khác	7.7	9	https://truyenfull.vision/va-mat-thai-tu-mat-tra-thoi-quang
Bất Hủ Phàm Nhân	Ta Là Lão Ngũ	Dị Giới, Huyền Huyễn, Xuyên Không, Trọng Sinh	7.6	787	https://truyenfull.vision/bat-hu-pham-nhan
Bí Thư Trùng Sinh	Bảo Thạch Tiêu	Đô Thị, Trọng Sinh, Quan Trường	7.6	500	https://truyenfull.vision/bi-thu-trung-sinh
Ác Độc Nữ Phụ Trùng Sinh	Ngưng Huy Tuyết Đọng	Ngôn Tình, Xuyên Không, Trọng Sinh, Cổ Đại, Nữ Phụ, Sủng	7.6	449	https://truyenfull.vision/ac-doc-nu-phu-trung-sinh
Đích Nữ Truyện Ký	Ai Lam	Ngôn Tình, Trọng Sinh, Gia Đấu	7.6	336	https://truyenfull.vision/dich-nu-truyen-ky
Đích Nữ Nhị Tiểu Thư	Tình Đa Đa	Ngôn Tình, Xuyên Không, Trọng Sinh, Cung Đấu, Gia Đấu, Cổ Đại	7.6	329	https://truyenfull.vision/dich-nu-nhi-tieu-thu
The Gamer Hệ Thống	Katsuragi Keima	Đô Thị, Võng Du, Trọng Sinh, Hệ Thống	7.6	294	https://truyenfull.vision/the-gamer-he-thong
Sủng Phi Đường	Đinh Đông Nhất	Ngôn Tình, Trọng Sinh, Cổ Đại, Sủng	7.6	273	https://truyenfull.vision/sung-phi-duong
Sợ Yêu	Hường Nguyễn	Ngôn Tình, Trọng Sinh	7.6	265	https://truyenfull.vision/so-yeu
Con Dâu Danh Môn Nuôi Từ Nhỏ	Dạ Nguyệt Vị Minh	Ngôn Tình, Đô Thị, Trọng Sinh	7.6	162	https://truyenfull.vision/con-dau-danh-mon-nuoi-tu-nho
TỔNG TÀI BỆNH KIỀU~ ĐẾN ĐÂY HÔN CÁI NÀO!	Di Hoàn Nguyệt	Ngôn Tình, Trọng Sinh, Sủng	7.6	137	https://truyenfull.vision/tong-tai-benh-kieu-den-day-hon-cai-nao
Sống Lại Bảo Vệ Hạnh Phúc	Băng Thủy Đích Ngư	Ngôn Tình, Trọng Sinh	7.6	102	https://truyenfull.vision/song-lai-bao-ve-hanh-phuc
Cuộc Sống Mới Của Đường Uyển	Du Đăng	Ngôn Tình, Trọng Sinh, Điền Văn, Cổ Đại	7.6	98	https://truyenfull.vision/cuoc-song-moi-cua-duong-uyen
Trọng Sinh Trở Về Trước Ngày Nữ Chính Gian Xảo Gả Vào Nhà	Kiều Miêu Miêu	Ngôn Tình, Trọng Sinh, Điền Văn, Sủng	7.6	85	https://truyenfull.vision/trong-sinh-tro-ve-truoc-ngay-nu-chinh-gian-xao-ga-vao-nha
Lão Đại, Chỉ Có Chị Dâu Nói Ngài Lương Thiện	Di Hoàn Nguyệt	Ngôn Tình, Trọng Sinh, Sủng	7.6	83	https://truyenfull.vision/lao-dai-chi-co-chi-dau-noi-ngai-luong-thien-1
Trở Về Năm 1988	Tầm Hương Tung	Ngôn Tình, Trọng Sinh, Hệ Thống	7.6	77	https://truyenfull.vision/tro-ve-nam-1988
Tiểu Thư Trưởng Nữ	Dr Mèo Hoang	Ngôn Tình, Trọng Sinh, Cổ Đại, Ngược	7.6	70	https://truyenfull.vision/tieu-thu-truong-nu
Thiếu Niên Cố Chấp Phải Ngoan	Nhược Thi An Hiên	Ngôn Tình, Đô Thị, Trọng Sinh, Khác, Sủng	7.6	70	https://truyenfull.vision/thieu-nien-co-chap-phai-ngoan
Trọng Sinh Chi Đế Quốc Sủng Phi	Tiêu Y Y	Dị Giới, Bách Hợp, Trọng Sinh, Cung Đấu, Gia Đấu, Cổ Đại, Sủng	7.6	67	https://truyenfull.vision/trong-sinh-chi-de-quoc-sung-phi
Vẫn Là Em	Kiều Ninh	Trọng Sinh	7.6	65	https://truyenfull.vision/van-la-em
Nuông Chiều Em Đến Đau Lòng	Túy Hậu Ngư Ca	Ngôn Tình, Đô Thị, Trọng Sinh, Sủng	7.6	54	https://truyenfull.vision/nuong-chieu-em-den-dau-long
Sau Khi Phu Thê Hầu Phủ Trọng Sinh	Khởi Dược	Ngôn Tình, Trọng Sinh, Gia Đấu, Cổ Đại, Sủng	7.6	51	https://truyenfull.vision/sau-khi-phu-the-hau-phu-trong-sinh
Trọng Sinh Để Yêu Lần Nữa (Quyển 2)	Nguyễn Nhiễm	Ngôn Tình, Trọng Sinh	7.6	51	https://truyenfull.vision/trong-sinh-de-yeu-lan-nua-quyen-2-1
Quá Yêu - Hàn Viện	Hàn Viện	Ngôn Tình, Trọng Sinh	7.6	50	https://truyenfull.vision/qua-yeu-han-vien
Báo Thù Độc Liên Hoa!	Cửu Nguyệt Hi	Ngôn Tình, Đô Thị, Trọng Sinh, Khác	7.6	43	https://truyenfull.vision/bao-thu-doc-lien-hoa
Thập Niên 70: Mỹ Nhân Yêu Kiều Thức Tỉnh Rồi	Khương Ti Chử Tửu	Ngôn Tình, Trọng Sinh, Hài Hước, Điền Văn, Sủng	7.6	35	https://truyenfull.vision/thap-nien-70-my-nhan-yeu-kieu-thuc-tinh-roi
Trọng Sinh Chi Nguyên Phối Vợ Cả	Mang Hài Nữ	Trọng Sinh, Cổ Đại, Sủng	7.6	34	https://truyenfull.vision/trong-sinh-chi-nguyen-phoi-vo-ca
Trọng Sinh Chi Giả Thế Tử Chân Phò Mã	Phù Hiên Vân Vọng	Bách Hợp, Trọng Sinh, Khác	7.6	32	https://truyenfull.vision/trong-sinh-chi-gia-the-tu-chan-pho-ma
Nhị Tiểu Thư, Hôm Nay Lại Chạy Trốn Sao?	Tata không có não	Ngôn Tình, Xuyên Không, Trọng Sinh, Cung Đấu, Cổ Đại	7.6	30	https://truyenfull.vision/nhi-tieu-thu-hom-nay-lai-chay-tron-sao
Xuân Như Cựu	Nhược Hoa Từ Thụ	Bách Hợp, Trọng Sinh	7.6	30	https://truyenfull.vision/xuan-nhu-cuu
Mắc Nợ Trăm Triệu Văn Võ Bá Quan Cầu Xin Ta Đừng Chết	Thập Vĩ Thố	Ngôn Tình, Huyền Huyễn, Xuyên Không, Trọng Sinh, Nữ Cường, Hài Hước, Điền Văn, Cổ Đại	7.6	28	https://truyenfull.vision/mac-no-tram-trieu-van-vo-ba-quan-cau-xin-ta-dung-chet
Nội Tâm Của Quý Phi	Tiên Nữ Mạnh Mẽ	Trọng Sinh, Hài Hước, Cổ Đại, Khác, Đoản Văn	7.6	28	https://truyenfull.vision/noi-tam-cua-quy-phi
Trọng Sinh Chi Phác Đảo Nữ Thần	Bành Trạch	Đô Thị, Bách Hợp, Trọng Sinh, Khác, Sủng	7.6	28	https://truyenfull.vision/trong-sinh-chi-phac-dao-nu-than
Liệu Ta Có Thể Làm Lại Từ Đầu?	Sor	Trọng Sinh, Khác	7.6	26	https://truyenfull.vision/lieu-ta-co-the-lam-lai-tu-dau
Lan Hoa, Nàng Thật Đáng Yêu	Đằng Hồ	Ngôn Tình, Trọng Sinh, Cổ Đại	7.6	14	https://truyenfull.vision/lan-hoa-nang-that-dang-yeu
Thù Ngọc - Ôn Thời	Ôn Thời	Ngôn Tình, Trọng Sinh, Cổ Đại	7.6	13	https://truyenfull.vision/thu-ngoc-on-thoi
Sau Khi Nghe Được Tiếng Lòng Của Ông Chồng Tổng Tài	Ngọc Tỉnh Liên	Ngôn Tình, Đô Thị, Trọng Sinh, Hài Hước, Ngược, Khác, Sủng	7.6	12	https://truyenfull.vision/sau-khi-nghe-duoc-tieng-long-cua-ong-chong-tong-tai
Omega Nàng Là Tiểu Người Câm	Đào Bảo Tiểu Viên	Đô Thị, Bách Hợp, Trọng Sinh	7.6	9	https://truyenfull.vision/omega-nang-la-tieu-nguoi-cam
Rắn Rết Thứ Nữ	Cố Nam Yên	Ngôn Tình, Trọng Sinh, Cung Đấu, Nữ Cường, Cổ Đại, Sủng	7.5	1103	https://truyenfull.vision/ran-ret-thu-nu
Võ Đạo Đan Tôn	Ám Ma Sư	Dị Giới, Huyền Huyễn, Xuyên Không, Trọng Sinh	7.5	678	https://truyenfull.vision/vo-dao-dan-ton
Quỷ Phi Trọng Sinh: Ai Dám Đụng Đến Phu Quân Ta	Hàn Vũ Hi	Ngôn Tình, Dị Giới, Huyền Huyễn, Trọng Sinh, Dị Năng, Cổ Đại, Sủng	7.5	319	https://truyenfull.vision/quy-phi-trong-sinh-ai-dam-dung-den-phu-quan-ta
Đích Trưởng Nữ	Hạ Nhật Phấn Mạt	Trọng Sinh, Gia Đấu	7.5	265	https://truyenfull.vision/dich-truong-nu
Y Đạo Quan Đồ	Thạch Chương Ngư	Đô Thị, Trọng Sinh, Dị Năng, Quan Trường	7.5	254	https://truyenfull.vision/y-dao-quan-do
Cung Phi Thượng Vị Ký	Như Ngư Hoa Lạc	Ngôn Tình, Trọng Sinh, Cung Đấu, Cổ Đại	7.5	238	https://truyenfull.vision/cung-phi-thuong-vi-ky
Khuynh Thành Tiểu Độc Phi	Bình Quả Trùng Tử	Ngôn Tình, Trọng Sinh, Gia Đấu, Cổ Đại	7.5	222	https://truyenfull.vision/khuynh-thanh-tieu-doc-phi
Mẹ Kế Ở Cổ Đại Làm Cá Mặn	Minh Chi	Ngôn Tình, Xuyên Không, Trọng Sinh, Điền Văn, Cổ Đại	7.5	207	https://truyenfull.vision/me-ke-o-co-dai-lam-ca-man
Kế Phi Thượng Vị Công Lược	Cốt sinh mê	Ngôn Tình, Xuyên Không, Trọng Sinh, Cổ Đại, Sủng	7.5	190	https://truyenfull.vision/ke-phi-thuong-vi-cong-luoc
Trùng Sinh Lại Làm Sủng Phi	Bạch Lục	Ngôn Tình, Trọng Sinh, Cung Đấu, Cổ Đại	7.5	164	https://truyenfull.vision/trung-sinh-lai-lam-sung-phi
Nguyên Phối Của Hầu Gia	Mạn Bộ Trường An	Ngôn Tình, Xuyên Không, Trọng Sinh, Cung Đấu, Khác	7.5	141	https://truyenfull.vision/nguyen-phoi-cua-hau-gia
Nữ Nhân, Ngoan Ngoãn Về Nhà Với Trẫm	Thủy Thanh Thiển	Ngôn Tình, Trọng Sinh, Cổ Đại	7.5	126	https://truyenfull.vision/nu-nhan-ngoan-ngoan-ve-nha-voi-tram
Đích Thê Tại Thượng	Hoa Nhật Phi	Trọng Sinh	7.5	124	https://truyenfull.vision/dich-the-tai-thuong
Vương Phi Tái Sinh	Vu Linh	Ngôn Tình, Trọng Sinh, Cung Đấu	7.5	112	https://truyenfull.vision/vuong-phi-tai-sinh
Soái Ca, Em Đến Đây Để Anh Ngược	Song Tử	Ngôn Tình, Xuyên Không, Trọng Sinh, Ngược	7.5	97	https://truyenfull.vision/soai-ca-em-den-day-de-anh-nguoc
[Quyển 1] Ninh Thư - Rất Là Lập Dị	Rất Là Lập Dị	Huyền Huyễn, Trọng Sinh, Nữ Cường, Mạt Thế, Nữ Phụ, Xuyên Nhanh, Hệ Thống	7.5	95	https://truyenfull.vision/quyen-1-ninh-thu-rat-la-lap-di
Ánh Sao Sáng Chói	Nhi Hỉ	Ngôn Tình, Trọng Sinh	7.5	89	https://truyenfull.vision/anh-sao-sang-choi
Mạt Thế Chi Hắc Tử Và Lương Nhiên	A Đào Đào	Ngôn Tình, Trọng Sinh, Mạt Thế, Khác	7.5	64	https://truyenfull.vision/mat-the-chi-hac-tu-va-luong-nhien
Trùm Mãn Cấp Trọng Sinh Thành Quái Khóc Sướt Mướt	Y Thu	Ngôn Tình, Trọng Sinh, Dị Năng, Mạt Thế, Hệ Thống	7.5	63	https://truyenfull.vision/trum-man-cap-trong-sinh-thanh-quai-khoc-suot-muot
Nhật Ký Báo Thù	Trường Không Ánh Tuyết	Trọng Sinh, Gia Đấu	7.5	60	https://truyenfull.vision/nhat-ky-bao-thu
Vợ Chồng Cùng Quản Gia	Mục Yên	Ngôn Tình, Trọng Sinh	7.5	53	https://truyenfull.vision/vo-chong-cung-quan-gia
Bạch Nguyệt Quang Đã Thay Đổi Rồi	Khả Ái Tạc Vưu Ngư	Ngôn Tình, Trọng Sinh, Cung Đấu, Cổ Đại	7.5	50	https://truyenfull.vision/bach-nguyet-quang-da-thay-doi-roi
Sống Lại Ta Trở Thành Hoàng Hậu Của Phản Diện	Khuyết Danh	Trọng Sinh, Cung Đấu, Cổ Đại, Sủng	7.5	46	https://truyenfull.vision/song-lai-ta-tro-thanh-hoang-hau-cua-phan-dien
Trùng Sinh Các Chủ Có Bệnh	Thời Vi Nguyệt Thượng	Bách Hợp, Trọng Sinh, Khác	7.5	43	https://truyenfull.vision/trung-sinh-cac-chu-co-benh
Nốt Chu Sa Của Thế Tử Gia	Vãn Phong Xúy	Ngôn Tình, Trọng Sinh, Cung Đấu, Gia Đấu, Cổ Đại, Sủng	7.5	41	https://truyenfull.vision/not-chu-sa-cua-the-tu-gia
Trọng Sinh Cưng Chiều Thành Nghiện	Bổn Điểu Tiên Phi	Bách Hợp, Trọng Sinh, Cổ Đại, Khác, Sủng	7.5	40	https://truyenfull.vision/trong-sinh-cung-chieu-thanh-nghien
Dục Tiên Đồ - Mạc Mạc Tâm	Mạc Mạc Tâm	Ngôn Tình, Huyền Huyễn, Trọng Sinh, Cổ Đại, Nữ Phụ	7.5	36	https://truyenfull.vision/duc-tien-do
Đem Toàn Thế Giới Tặng Cho Người	Phàm Trần Mộ Phong	Bách Hợp, Trọng Sinh, Khác, Sủng	7.5	35	https://truyenfull.vision/dem-toan-the-gioi-tang-cho-nguoi
Sống Lại, Em Hứa Sẽ Không Ghét Bỏ Anh Nữa	Tiểu Thất Tể	Ngôn Tình, Đô Thị, Trọng Sinh, Khác, Sủng	7.5	24	https://truyenfull.vision/song-lai-em-hua-se-khong-ghet-bo-anh-nua
Không Biết Tướng Quân Là Nữ Lang	Vinh Thanh	Bách Hợp, Trọng Sinh	7.5	21	https://truyenfull.vision/khong-biet-tuong-quan-la-nu-lang
Kiếp Này Tôi Không Cần Hắn Nữa	Mùa Hè Của Nắng	Trọng Sinh, Cung Đấu, Cổ Đại	7.5	18	https://truyenfull.vision/kiep-nay-toi-khong-can-han-nua
Nữ Tôn Chi Nuông Chiều Quân Hậu	Bàn Quất Bất Bàn	Ngôn Tình, Trọng Sinh, Cổ Đại, Khác	7.5	12	https://truyenfull.vision/nu-ton-chi-nuong-chieu-quan-hau
Sống Lại, Tôi Lật Tung Nóc Ngôi Trường Thân Yêu	Khuyết Danh	Đô Thị, Trọng Sinh, Khác	7.5	2	https://truyenfull.vision/song-lai-toi-lat-tung-noc-ngoi-truong-than-yeu
Công Tử Điên Khùng	Ta Là Lão Ngũ	Tiên Hiệp, Đô Thị, Dị Giới, Xuyên Không, Trọng Sinh, Dị Năng	7.4	619	https://truyenfull.vision/cong-tu-dien-khung
Cô Vợ Giả Mạo Rất Thần Bí	Vọng Thần Mạc Cập	Ngôn Tình, Trọng Sinh, Gia Đấu	7.4	410	https://truyenfull.vision/co-vo-gia-mao-rat-than-bi
Trọng Sinh Hậu Cung Sấm Quan Ký	Thiên Nguyệt Mười Ba	Ngôn Tình, Trọng Sinh, Cung Đấu, Gia Đấu, Cổ Đại	7.4	331	https://truyenfull.vision/trong-sinh-hau-cung-sam-quan-ky
Sống Lại, Độc Đế Đuổi Thê	Dịch Năm	Ngôn Tình, Xuyên Không, Trọng Sinh, Sủng	7.4	247	https://truyenfull.vision/song-lai-doc-de-duoi-the
Sống Lại Tái Hôn Lần Nữa	Tiểu Thạc Thử 5030	Ngôn Tình, Trọng Sinh	7.4	203	https://truyenfull.vision/song-lai-tai-hon-lan-nua
Quân Sủng Thiên Kim Hắc Đạo	Huân Tiểu Thất	Ngôn Tình, Đô Thị, Trọng Sinh	7.4	140	https://truyenfull.vision/quan-sung-thien-kim-hac-dao
Trọng Sinh Chi Thanh Thái Tử Phi	Nhất Điều Trùng	Ngôn Tình, Xuyên Không, Trọng Sinh, Hài Hước, Cổ Đại	7.4	135	https://truyenfull.vision/trong-sinh-chi-thanh-thai-tu-phi
Sống Lại Làm Ái Thê Nhà Tướng	Mặc Ngư Tử 1123	Ngôn Tình, Trọng Sinh, Cổ Đại	7.4	122	https://truyenfull.vision/song-lai-lam-ai-the-nha-tuong
Duyên Làm Phu Quân	Tâm Nhụy	Ngôn Tình, Trọng Sinh, Cổ Đại	7.4	102	https://truyenfull.vision/duyen-lam-phu-quan
Đả Đảo, Bạch Liên Hoa!!!	Diệp Hiểu Tình	Ngôn Tình, Trọng Sinh	7.4	98	https://truyenfull.vision/da-dao-bach-lien-hoa
Hảo Nữ 18 (Hảo Nữ Thập Bát Giá)	Hoa Lạc Trùng Lai	Kiếm Hiệp, Xuyên Không, Trọng Sinh, Nữ Cường, Cổ Đại	7.4	94	https://truyenfull.vision/hao-nu-18-hao-nu-thap-bat-gia
Hưu Thư	Mộ Dục Sâm Ca	Ngôn Tình, Trọng Sinh, Cổ Đại, Khác	7.4	87	https://truyenfull.vision/huu-thu
Xinh Gái Có Gì Sai	Lục Xu	Ngôn Tình, Trọng Sinh, Hài Hước, Khác	7.4	84	https://truyenfull.vision/xinh-gai-co-gi-sai
Đông Cung Kiều Tước	A Ly Tiểu Phi	Ngôn Tình, Trọng Sinh, Cổ Đại, Khác	7.4	72	https://truyenfull.vision/dong-cung-kieu-tuoc
Sau Khi Tỉnh Dậy Tôi Có Con	Tư Kính Cừ	Đô Thị, Bách Hợp, Trọng Sinh, Hài Hước	7.4	67	https://truyenfull.vision/sau-khi-tinh-day-toi-co-con
Xuyên Thành Bạch Nguyệt Quang Của Nam Chính, Ta Bị Nữ Phụ Tính Kế	Toàn Anh Anh/全英英	Ngôn Tình, Trọng Sinh, Hài Hước, Điền Văn, Khác	7.4	65	https://truyenfull.vision/xuyen-thanh-bach-nguyet-quang-cua-nam-chinh-ta-bi-nu-phu-tinh-ke
Trọng Sinh Phong Lưu Thiếu Gia	Tặc Mi Thử Nhãn	Xuyên Không, Trọng Sinh	7.4	64	https://truyenfull.vision/trong-sinh-phong-luu-thieu-gia
Bôi Đen Hoàng Đế Bệ Hạ	Tú Cẩm	Ngôn Tình, Trọng Sinh, Cổ Đại	7.4	62	https://truyenfull.vision/boi-den-hoang-de-be-ha
Mỹ Nhân Trong Ngực	Cống Trà	Trọng Sinh, Gia Đấu	7.4	53	https://truyenfull.vision/my-nhan-trong-nguc
Trọng Sinh Chi Tiểu Di Dưỡng Thành Ký	Bằng Y Úy Ngã	Bách Hợp, Trọng Sinh	7.4	53	https://truyenfull.vision/trong-sinh-chi-tieu-di-duong-thanh-ky
Lưu Luyến	Bạn cùng bàn của Chanh	Ngôn Tình, Đô Thị, Trọng Sinh, Ngược	7.4	51	https://truyenfull.vision/luu-luyen-zhihu
Nông Gia Tiểu Phúc Bảo, Mang Theo Không Gian Thịnh Vượng Cho Cả Nhà	Tam Quyển Bất Viên	Ngôn Tình, Xuyên Không, Trọng Sinh, Điền Văn, Sủng	7.4	44	https://truyenfull.vision/nong-gia-tieu-phuc-bao-mang-theo-khong-gian-thinh-vuong-cho-ca-nha
Cậu Thiếu Niên Ấy Yêu Thầm Tôi Rất Lâu Rồi	Lam Chi	Ngôn Tình, Trọng Sinh, Khác, Sủng, Đoản Văn	7.4	36	https://truyenfull.vision/cau-thieu-nien-ay-yeu-tham-toi-rat-lau-roi
Hoàng Đế Bắt Nhầm Hệ Thống Cung Đấu	未妆	Ngôn Tình, Trọng Sinh, Cung Đấu, Cổ Đại, Sủng	7.4	24	https://truyenfull.vision/hoang-de-bat-nham-he-thong-cung-dau
Tình Song Sinh Hàn Tổng Xin Buông Tha	Pé Kiều	Ngôn Tình, Đô Thị, Trọng Sinh, Khác	7.4	21	https://truyenfull.vision/tinh-song-sinh-han-tong-xin-buong-tha
Kiến Càng Rung Cây	Zhihu	Đô Thị, Trọng Sinh, Khác, Đoản Văn	7.4	18	https://truyenfull.vision/kien-cang-rung-cay
Chàng Rể Trường Sinh	Dứa	Ngôn Tình, Đô Thị, Trọng Sinh	7.4	17	https://truyenfull.vision/chang-re-truong-sinh
Từ Nay Tiêu Lang Chỉ Là Khách Qua Đường	Zhihu	Trọng Sinh, Cổ Đại, Khác, Đoản Văn	7.4	17	https://truyenfull.vision/tu-nay-tieu-lang-chi-la-khach-qua-duong
Từ Giới Giải Trí Đến Nhà Giàu Số 1	Cực Địa Phong Nhận	Đô Thị, Khoa Huyễn, Huyền Huyễn, Trọng Sinh	7.4	14	https://truyenfull.vision/tu-gioi-giai-tri-den-nha-giau-so-1
Ai Động Hũ Tro Cốt Của Ta	Tư Kính Cừ	Đô Thị, Bách Hợp, Trọng Sinh, Khác, Sủng	7.4	11	https://truyenfull.vision/ai-dong-hu-tro-cot-cua-ta
Vương Phi Trần Vãn Kiều	Zhihu	Trọng Sinh, Nữ Cường, Cổ Đại	7.4	9	https://truyenfull.vision/vuong-phi-tran-van-kieu
Thứ Nữ Vợ Kế	Uyển Tiểu Uyển	Lịch Sử, Xuyên Không, Trọng Sinh, Cung Đấu	7.3	206	https://truyenfull.vision/thu-nu-vo-ke
Trùng Sinh Chi Phúc	Luna Huang	Ngôn Tình, Trọng Sinh, Cổ Đại	7.3	205	https://truyenfull.vision/trung-sinh-chi-phuc
Trùng Sinh Chi Lại Vì Hầu Môn Phụ	Tô Tiểu Lương	Ngôn Tình, Trọng Sinh, Gia Đấu, Cổ Đại	7.3	164	https://truyenfull.vision/trung-sinh-chi-lai-vi-hau-mon-phu
Thiên Chi Kiều Nữ	Mộc Kiều	Trọng Sinh	7.3	147	https://truyenfull.vision/thien-chi-kieu-nu
Đích Nữ Muốn Hưu Phu	Khanh Dư	Ngôn Tình, Trọng Sinh, Gia Đấu, Cổ Đại	7.3	121	https://truyenfull.vision/dich-nu-muon-huu-phu
Loạn Thế Phong Vân - Phượng Tường Tam Quốc	Mộng Ngưng Tiểu Trúc	Quân Sự, Lịch Sử, Xuyên Không, Trọng Sinh, Nữ Cường	7.3	101	https://truyenfull.vision/loan-the-phong-van-phuong-tuong-tamquoc
Công Tử Bột Sủng Thê	Lục Thập Giáp Tử	Ngôn Tình, Trọng Sinh, Hài Hước, Cổ Đại, Khác, Sủng	7.3	96	https://truyenfull.vision/cong-tu-bot-sung-the
Quyền Lực Tuyệt Đối	Hãm Bính	Trọng Sinh, Quan Trường	7.3	79	https://truyenfull.vision/quyen-luc-tuyet-doi
Cố Ảnh Hậu Là Tiểu Đồ Ngốc	Xuân Miên Bất Giác Hiểu	Bách Hợp, Trọng Sinh, Hài Hước, Hệ Thống	7.3	70	https://truyenfull.vision/co-anh-hau-la-tieu-do-ngoc
Mười Hai Đêm	Đào Lý Khuẩn	Ngôn Tình, Linh Dị, Trọng Sinh	7.3	67	https://truyenfull.vision/muoi-hai-dem
Lôi Uyển Khanh, Em Dám Tính Kế Tôi	Tracy Trân Trân	Ngôn Tình, Huyền Huyễn, Trọng Sinh	7.3	57	https://truyenfull.vision/loi-uyen-khanh-em-dam-tinh-ke-toi
Trùng Sinh Để Gặp Người	Dạ Bạch Vô Nha	Ngôn Tình, Đô Thị, Trọng Sinh, Truyện Teen	7.3	57	https://truyenfull.vision/trung-sinh-de-gap-nguoi
Tôi Bị Ép Buộc	Linh Lạc Thành Nê	Ngôn Tình, Xuyên Không, Trọng Sinh	7.3	56	https://truyenfull.vision/toi-bi-ep-buoc
Xuân Ấm	Đảo Ảnh Xước Xước	Ngôn Tình, Trọng Sinh, Khác	7.3	56	https://truyenfull.vision/xuan-am
Vi Phu Không Hưu Thê	Tiết Nam Sơn	Ngôn Tình, Trọng Sinh, Cổ Đại, Khác	7.3	54	https://truyenfull.vision/vi-phu-khong-huu-the
Sống Lại Kiếp Này, Ta Chê Chức Thái Tử Phi	Zhihu	Trọng Sinh, Cổ Đại, Khác, Đoản Văn	7.3	47	https://truyenfull.vision/song-lai-kiep-nay-ta-che-chuc-thai-tu-phi
Ta Sống Lại Sau Khi Ở Góa	Tiếu Giai Nhân	Ngôn Tình, Trọng Sinh, Cổ Đại	7.3	47	https://truyenfull.vision/ta-song-lai-sau-khi-o-goa
Sủng Thê Của Nịnh Thần	Trách Chu	Ngôn Tình, Trọng Sinh, Cổ Đại	7.3	46	https://truyenfull.vision/sung-the-cua-ninh-than
Vương Phi Có Độc	Thanh Thang Xuyến Hương Thái	Bách Hợp, Trọng Sinh, Khác	7.3	44	https://truyenfull.vision/vuong-phi-co-doc
Lương Ngôn Ác Ngữ	Zhihu	Đô Thị, Trọng Sinh, Khác, Đoản Văn	7.3	34	https://truyenfull.vision/luong-ngon-ac-ngu
Sống Lại So Chiêu Cùng Tình Địch Ngự Tỷ	Cố Trạch Vũ	Bách Hợp, Trọng Sinh, Khác	7.3	33	https://truyenfull.vision/song-lai-so-chieu-cung-tinh-dich-ngu-ty
Tấn Công Ngược Thành Phi	Minh Tiêu Nguyệt	Ngôn Tình, Trọng Sinh, Cổ Đại	7.3	32	https://truyenfull.vision/tan-cong-nguoc-thanh-phi
Sau Khi Trùng Sinh Tôi Hối Hận Rồi	Zhihu	Đô Thị, Trọng Sinh	7.3	30	https://truyenfull.vision/sau-khi-trung-sinh-toi-hoi-han-roi
Xuyên Tới Năm 60, Nữ Chính Cầm Tiền Tỷ Mở Nhà Xưởng	Triệu Linh Nhi (赵灵儿)	Ngôn Tình, Xuyên Không, Trọng Sinh, Nữ Cường, Gia Đấu, Điền Văn, Khác	7.3	23	https://truyenfull.vision/xuyen-toi-nam-60-nu-chinh-cam-tien-ty-mo-nha-xuong
Vị Hôn Phu Muốn Cưới Tì Nữ Của Ta	Khuyết Danh	Trọng Sinh, Cung Đấu, Nữ Cường, Gia Đấu, Cổ Đại, Khác	7.3	18	https://truyenfull.vision/vi-hon-phu-muon-cuoi-ti-nu-cua-ta
Mưu Kế Thứ Nữ - Bạch Trạch Tang Táng Dụng Phẩm Điếm	Bạch Trạch Tang Táng Dụng Phẩm Điếm	Ngôn Tình, Trọng Sinh, Nữ Cường, Gia Đấu, Cổ Đại	7.3	10	https://truyenfull.vision/muu-ke-thu-nu-bach-trach-tang-tang-dung-pham-diem
A Vận - Hạ Hắc	Hạ Hắc	Trọng Sinh, Nữ Cường, Cổ Đại	7.3	10	https://truyenfull.vision/a-van-ha-hac
Tai Tinh Tiểu Thuý - Tam Thốn Nguyệt Quang	Tam Thốn Nguyệt Quang	Ngôn Tình, Trọng Sinh, Gia Đấu, Cổ Đại	7.3	10	https://truyenfull.vision/tai-tinh-tieu-thuy-tam-thon-nguyet-quang
Âm Mưu Của Con Gái Nuôi	Hoa Hồng Dại	Đô Thị, Trọng Sinh, Khác	7.3	3	https://truyenfull.vision/am-muu-cua-con-gai-nuoi
Ông Xã Là Lưu Manh Giả Danh Tri Thức	Tương Cà Cay stomatos	Ngôn Tình, Trọng Sinh	7.2	232	https://truyenfull.vision/ong-xa-la-luu-manh-gia-danh-tri-thuc
